1000 66092
0 3 0.7892486935946154
0 5 0.7424966633967391
0 6 0.8509074471806917
0 7 0.5202543525375516
0 8 0.8847424861568353
0 10 0.9122138681158231
0 12 0.7937081491251908
0 13 0.6922781394803119
0 15 0.7510216636364099
0 17 0.5965158615537968
0 18 0.778129659564728
0 20 0.9856727625376349
0 21 0.6241150927460002
0 23 0.7965886592527828
0 24 0.6353386078095618
0 25 0.5678611537524828
0 26 0.6938460966861748
0 27 0.6772486630188947
0 28 0.9702878096955948
0 29 0.64849073791862
0 30 0.7581621348800172
0 32 0.5345187048418435
0 33 0.7183495776471156
0 34 0.9770160410483583
0 35 0.7441435104158902
0 36 0.9995674472927664
0 37 0.580501310179104
0 38 0.9857073503078542
0 39 0.8855021217713328
0 40 0.9103962812201541
0 41 0.9288091748928657
0 43 0.7738239900356876
0 44 0.9097173835259154
0 45 0.7754520105415401
0 46 0.5587675172202303
0 49 0.8790802235369518
0 50 0.9929341327998475
0 51 0.8848326267043676
0 52 0.5676032106930882
0 53 0.8412055852731908
0 54 0.5768854944931854
0 55 0.8235408690951465
0 56 0.7763086962195809
0 57 0.7998812460364201
0 59 0.8767033721678144
0 60 0.9905129025672388
0 61 0.7523515705697201
0 62 0.7730022500436167
0 63 0.9918192610968302
0 64 0.756647488742117
0 66 0.6195622370828985
0 67 0.9217883405030907
0 69 0.7090716532889834
0 70 0.9944243249733088
0 72 0.7338479096068925
0 73 0.8110672362663659
0 74 0.9598858411958295
0 76 0.9679206187537763
0 78 0.9422995255436976
0 79 0.8738602247036058
0 80 0.9530323253529146
0 82 0.6047615433596696
0 84 0.6094533393208876
0 85 0.6734395799075211
0 86 0.5185837445634321
0 87 0.9282227540616721
0 88 0.5308590158076804
0 89 0.7310163746275102
0 90 0.9191859184633553
0 91 0.6098379778318429
0 92 0.5669389198152217
0 94 0.5281732300332506
0 95 0.5503581738004766
0 97 0.890934164843443
0 98 0.921915718043685
0 100 0.5838022703008392
0 101 0.5984252501521545
0 102 0.6472075235136652
0 103 0.9896562756557792
0 104 0.8538237452403905
0 105 0.7605358816520231
0 106 0.7948429858957422
0 107 0.6262449245692708
0 108 0.5619100679013795
0 109 0.9793993218219467
0 110 0.7837140392081163
0 112 0.9830933042628368
0 114 0.6866894825530174
0 116 0.8637924532923016
0 117 0.6526628611305025
0 118 0.6123771032356872
0 119 0.6058257296933838
0 120 0.8627832525286416
0 121 0.923538852104765
0 122 0.9066324297090165
0 123 0.9913193065844065
0 124 0.5079069904484612
0 127 0.7379742866654504
0 128 0.6416702742717012
0 129 0.9707216486977547
0 130 0.9853140916420942
0 131 0.6194098699949102
0 132 0.79224328469983
0 133 0.5776640512197113
0 134 0.5928401213684159
0 135 0.6742834650199476
0 137 0.505270197114982
0 138 0.9121629492076353
0 139 0.5339625984066917
0 140 0.8286052644714346
0 141 0.7308740613550218
0 142 0.8759173974201232
0 143 0.7789085682437846
0 144 0.7433985233266605
0 145 0.7477989006643367
0 146 0.6993450911939285
0 147 0.5064968257984155
0 149 0.544329462209244
0 150 0.6530713458811959
0 151 0.8228246122935097
0 152 0.9365167404843364
0 153 0.7363071299419601
0 154 0.9557841027058729
0 155 0.5467151401331825
0 156 0.9054834679652366
0 157 0.6159457440022581
0 158 0.8823999080886722
0 159 0.9748997598945532
0 160 0.6306944642431459
0 162 0.7216896478655355
0 165 0.7995033706265489
1 2 0.5834698311425164
1 3 0.5358313461870816
1 4 0.7509837566122377
1 5 0.6596292825000893
1 6 0.9045665115266877
1 7 0.9538555443523168
1 8 0.7247643496877836
1 9 0.6042569157747955
1 10 0.5288859522881335
1 11 0.8518783200911062
1 12 0.5929850986326672
1 13 0.8321606965336623
1 14 0.7234498859492863
1 15 0.7179610142639838
1 16 0.5544931242897133
1 17 0.8840083707192594
1 18 0.9413352559654466
1 19 0.8594398578776161
1 20 0.5127769902403907
1 22 0.808280202297288
1 23 0.5388131848894937
1 25 0.5815165618457079
1 26 0.7246058718413677
1 27 0.6045210913972576
1 28 0.7005407684634463
1 30 0.937535470989268
1 32 0.5300185631183377
1 34 0.7843034200943892
1 35 0.6503527070762638
1 36 0.9560169297344346
1 38 0.5929359398715808
1 39 0.5095216671258782
1 40 0.605398609305245
1 41 0.934493354878913
1 42 0.8153261956155486
1 44 0.5402526964416334
1 45 0.9063580435319993
1 46 0.6491211200969436
1 47 0.7334032006338596
1 50 0.7770189413416745
1 51 0.9923079594790967
1 52 0.7807319285850531
1 53 0.5565385950173392
1 55 0.7046150002606246
1 56 0.7357127215937034
1 57 0.6289216659526262
1 58 0.5947770043132901
1 59 0.7952078849179683
1 60 0.9520096581183167
1 61 0.5251529394045319
1 62 0.8723792692993004
1 63 0.7002080548064651
1 64 0.5400511812665127
1 65 0.9140048559733398
1 66 0.5170583847201613
1 69 0.9863202502703045
1 70 0.5517372735752072
1 71 0.8618680844828919
1 72 0.8683328615536179
1 73 0.5488439934578229
1 74 0.7997091162914353
1 75 0.5768589276976802
1 78 0.8605286123024369
1 79 0.7372973446832327
1 80 0.602024864301988
1 82 0.5115577161234042
1 83 0.672425933296537
1 84 0.5483864262334801
1 85 0.9488242940406812
1 86 0.5166212972918274
1 87 0.6057956223676373
1 88 0.9133343872265207
1 90 0.9567574934066535
1 91 0.6289719255271939
1 92 0.514551875609755
1 93 0.5711556603870298
1 94 0.8567868721982039
1 95 0.9508881371643882
1 96 0.8902858325205834
1 98 0.5149304263635248
1 99 0.6849059636150681
1 100 0.68498796849278
1 101 0.7634644897088441
1 103 0.6952394524249412
1 105 0.9391341453826553
1 106 0.5034854615563472
1 108 0.9970452338262499
1 109 0.80005052449917
1 110 0.9190830576558693
1 111 0.5641327992296685
1 112 0.8632888218494025
1 113 0.5177551228939966
1 114 0.9377554534426138
1 115 0.8588630040009375
1 116 0.9076274439340483
1 117 0.7278727628108022
1 118 0.7600029214234865
1 119 0.5731724105557268
1 121 0.6643638557528588
1 122 0.529692575813947
1 125 0.8021257089466731
1 126 0.7814378206755214
1 127 0.5715164729597715
1 128 0.9150844139210627
1 129 0.8859324791440057
1 130 0.7166871202733098
1 132 0.5799934278896659
1 133 0.68959287277368
1 135 0.6988839225754924
1 136 0.5324649017291359
1 137 0.6487451608665114
1 138 0.7347231155802667
1 140 0.7431483340977052
1 141 0.6294552006906999
1 142 0.6855551302099534
1 143 0.9314148710725225
1 144 0.8389948131470322
1 147 0.716751392440758
1 148 0.637203305712146
1 149 0.8704427807462611
1 150 0.7786079448206829
1 152 0.6556482610820806
1 153 0.633952546021852
1 154 0.8677258848262581
1 155 0.6400115400698511
1 157 0.9009849060700774
1 158 0.8243231225114069
1 159 0.838776796321999
1 161 0.7856362913834314
1 162 0.8371592121148352
1 163 0.7357047750482358
1 164 0.5702747305376203
1 165 0.846325922300433
2 3 0.7599669104169694
2 4 0.7899401004251785
2 5 0.8983291795039339
2 6 0.7402318296649291
2 8 0.6620955338241948
2 10 0.6580196260919198
2 11 0.8351585260267921
2 12 0.9150172030651318
2 13 0.9773120905939622
2 14 0.7448951633703924
2 15 0.6827179622332725
2 16 0.6935172836734331
2 17 0.5804527104666998
2 18 0.5995843350002281
2 19 0.5082387588446899
2 20 0.9262365244058539
2 24 0.9567430891616362
2 25 0.5885519912939883
2 26 0.8194600341619884
2 27 0.908486985761004
2 29 0.9437741801816417
2 31 0.94628731836024
2 32 0.9289530512738678
2 34 0.5997376035958326
2 35 0.5243052935132889
2 36 0.9232579499497127
